Date,Transparency
2018-06-07,-4.3715053
2018-06-14,-4.043955
2018-06-22,-4.34276
2018-06-29,-3.0576851
2018-07-04,-2.8165777
2018-07-12,-3.3295174
2018-07-20,-3.207497
2018-07-24,-3.1551259
2018-08-01,-2.7562838
2018-08-07,-3.6006403
2018-08-16,-2.9134228
2018-08-23,-3.3245463
2018-08-30,-2.9053228
2018-09-06,-3.4539182
2018-09-14,-2.1806378
2018-09-20,-3.7512379
2018-09-26,-2.7949734
2018-10-04,-3.5173736
2018-10-10,-3.6899178
2018-10-18,-4.25548
2018-10-23,-2.2020755
2018-10-31,-4.310499
2018-11-08,-3.905096
2018-11-16,-4.0888386
2018-11-21,-3.1165829
2018-11-30,-4.2552805
2018-12-03,-4.869249
2018-12-12,-4.21161
2018-12-18,-4.464798
2019-01-09,-3.5619638
2019-01-17,-5.2340612
2019-01-25,-4.89435
2019-02-06,-4.6495633
2019-02-14,-3.8848357
2019-02-21,-4.816566
2019-03-01,-5.063538
2019-03-07,-4.3359094
2019-03-14,-4.554858
2019-03-20,-2.1052706
2019-03-25,-3.890062
2019-04-05,-3.3089736
2019-04-12,-3.636642
2019-04-17,-3.0391648
2019-04-29,-2.8878539
2019-05-06,-2.2768703
2019-05-14,-2.4489033
2019-05-23,-2.16131
2019-05-28,-1.9701687
2019-06-07,-1.7869886
2019-06-11,-2.5395856
2019-06-21,-2.4102662
2019-06-26,-2.2558348
2019-07-03,-2.1506255
2019-07-12,-3.6038637
2019-07-16,-2.8177283
2019-07-25,-2.362272
2019-07-30,-2.436916
2019-08-08,-2.7266276
2019-08-14,-1.6620665
2019-08-20,-2.3737135
2019-08-28,-1.5947375
2019-09-04,-1.5143385
2019-09-10,-1.8451575
2019-09-18,-0.8660883
2019-09-27,-2.5582914
2019-10-01,-2.2610013
2019-10-07,-1.4603542
2019-10-16,-0.73786914
2019-10-21,-1.254759
2019-10-29,-0.82448936
2019-11-04,-0.697518
2019-11-15,-0.73056173
2019-11-26,-1.0753703
2019-12-05,-0.55226713
2019-12-11,-0.98123354
2019-12-19,-1.5307282
2019-12-27,-1.7899249
2020-01-08,-1.8903549
2020-01-13,-2.85749
2020-02-04,-2.9166324
2020-02-12,-2.4856489
2020-02-17,-2.354249
2020-05-20,-2.6294894
2020-05-29,-1.5206965
2020-06-03,-3.4465168
2020-06-10,-2.9286523
2020-06-15,-2.9161446
2020-06-25,-2.9146116
2020-06-29,-2.6874776
2020-07-07,-3.0234299
2020-07-13,-2.4890304
2020-07-23,-1.7506338
2020-07-28,-2.4115036
2020-08-03,-2.4924765
2020-08-10,-3.8574438
2020-08-18,-3.8285172
2020-08-25,-3.279896
2020-09-03,-4.3888783
2020-09-10,-4.350034
2020-09-23,-4.102341
2020-09-30,-3.9448419
2020-10-09,-4.1891885
2020-10-13,-4.0477057
2020-10-20,-3.8229733
2020-10-29,-3.5366378
2020-11-03,-2.7003977
2020-11-11,-3.1405551
2020-11-18,-3.657775
2020-11-24,-2.4755244
2020-11-30,-4.0405536
2020-12-14,-4.4030604
2020-12-22,-6.3752265
2021-01-04,-5.2694793
2021-01-13,-5.3853607
2021-01-18,-5.6415105
2021-01-27,-4.5834494
2021-02-01,-2.94139
2021-02-11,-4.884332
2021-02-16,-5.832745
2021-02-23,-5.82634
2021-03-05,-4.9471292
2021-03-11,-3.7494073
2021-03-17,-5.712017
2021-08-13,-1.5528973
2021-10-07,-1.3323067
2021-10-11,-1.3323067
2021-10-18,-2.2008767
2021-10-28,-2.2702372
2021-11-04,-2.7293336
2021-11-18,-2.5697203
2021-11-25,-2.9826524
2021-12-01,-3.1216285
2021-12-10,-5.8626556
2021-12-15,-5.845482
2021-12-21,-4.74015
2021-12-28,-5.738105
2022-01-12,-6.10962
2022-01-19,-5.675633
2022-01-27,-5.543173
2022-02-02,-5.9164724
2022-02-10,-5.313762
2022-02-16,-5.5201445
2022-02-24,-5.910749
2022-03-02,-5.6030226
2022-03-11,-5.6444883
2022-03-24,-0.26484218
2022-03-28,-1.2382354
2022-04-06,-0.6507625
2022-04-11,-1.1979331
2022-04-19,-2.2179708
2022-04-22,-1.7452477
2022-04-27,-2.814026
2022-05-06,-2.3649821
2022-05-13,-2.8804178
2022-05-18,-2.450461
2022-05-18,-2.450461
2022-05-26,-2.2021785
2022-06-02,-3.201552
2022-06-10,-3.6210904
2022-06-24,-3.6274202
2022-06-30,-3.008531
2022-07-20,-4.1584578
2022-07-20,-4.1584578
2022-07-28,-4.3718157
2022-08-03,-2.9407685
2022-08-11,-2.1249328
2022-08-17,-2.9907587
2022-08-24,-2.451112
2022-09-01,-5.188441
2022-09-07,-4.9676437
2022-09-15,-3.2526245
2022-09-21,-2.3947706
2022-09-29,-2.5337572
2022-10-05,-2.363738
2022-10-11,-2.7261498
2022-10-18,-4.724011
2022-10-26,-4.124247
2022-11-02,-4.646843
2022-11-09,-2.8123534
2022-11-17,-4.9833026
2022-11-24,-5.0366125
2022-12-01,-5.2962813
2022-12-07,-4.1157017
2022-12-16,-4.1034513
2022-12-20,-5.1926646
2022-12-27,-5.6273484
2023-01-03,-5.286391
2023-01-10,-5.7572856
2023-01-20,-4.9907274
2023-01-25,-5.818601
2023-01-25,-5.818601
2023-02-01,-6.2078695
2023-02-08,-5.8562207
2023-02-14,-5.4090724
2023-02-23,-5.768846
2023-02-23,-5.768846
2023-03-01,-6.0435214
2023-03-08,-6.008316
2023-03-16,-6.1176634
2023-03-16,-6.1176634
2023-03-22,-5.7526116
2023-03-22,-5.7526116
2023-04-04,-6.1100945
2023-04-11,-5.9982963
2023-04-20,-5.8336716
2023-04-20,-5.8336716
2023-04-27,-6.039113
2023-05-04,-5.879016
2023-05-11,-5.755593
2023-05-18,-5.672404
2023-05-25,-4.007794
2023-05-31,-5.7688136
2023-06-05,-6.090155
2023-06-05,-6.090155
2023-06-13,-5.9546986
2023-06-21,-6.049834
2023-06-28,-5.892928
2023-07-05,-6.152689
2023-07-12,-5.9948354
2023-07-19,-5.7220488
2023-07-26,-5.807712
2023-08-01,-5.8363147
2023-08-10,-4.848229
2023-08-17,-3.2807634
2023-08-24,-5.2532086
2023-08-30,-5.573541
2023-09-07,-3.4223282
2023-09-13,-3.065405
2023-09-21,-5.8015327
2023-09-27,-5.915695
2023-10-05,-5.2612505
2023-10-11,-4.876219
2023-10-17,-4.234707
2023-10-25,-2.4773262
2023-10-31,-3.1810732
2023-11-08,-4.403625
2023-11-16,-5.0673747
2023-11-24,-5.8733506
2023-11-29,-5.997557
2023-12-07,-5.7984776
2023-12-13,-6.18364
2023-12-19,-6.1693
2023-12-27,-6.130961
2024-01-03,-6.1775103
2024-01-09,-6.075932
2024-01-16,-6.171565
2024-01-23,-6.019909
2024-02-01,-6.003094
2024-02-06,-5.831299
2024-02-13,-5.966796
2024-02-20,-5.8161635
2024-03-07,-6.169728
2024-03-13,-6.1788216
2024-03-20,-1.80211
2024-03-26,-1.2318244
2024-04-02,-4.7690735
2024-04-10,-1.722549
2024-04-24,-3.886764
2024-04-29,-5.0656853
2024-05-10,-4.771255
2024-05-15,-4.1814747
2024-05-22,-2.8067813
2024-05-29,-1.4302247
2024-06-05,-3.1028268
2024-06-10,-3.787714
2024-06-18,-2.9976642
2024-06-25,-2.8896933
2024-07-03,-0.9345404
2024-07-09,-1.6015637
2024-07-18,-1.6124396
