Date,Transparency
2016-08-08,-0.9126907
2016-08-09,-1.828361
2016-08-12,-1.1275642
2016-08-16,-1.429743
2016-08-22,-1.0363874
2016-08-30,-0.9948256
2016-09-09,-1.0996143
2016-09-12,-1.06797
2016-09-14,-1.7259837
2016-09-21,-0.85731757
2016-09-26,-0.8717681
2016-10-03,-0.8727842
2016-10-05,-0.93810266
2016-10-11,-0.92740977
2016-10-17,-0.9203451
2016-10-24,-0.98037916
2016-11-09,-1.1594777
2016-11-17,-1.0271206
2016-11-24,-1.1065818
2016-11-29,-1.302418
2016-12-14,-1.5888562
2016-12-21,-1.0584066
2016-12-29,-1.1210128
2017-01-04,-1.173438
2017-01-13,-1.0562898
2017-01-25,-1.134178
2017-02-01,-1.4468821
2017-02-07,-1.314834
2017-02-14,-1.0840048
2017-02-15,-5.2105613
2017-02-28,-1.8911624
2017-03-07,-1.9439719
2017-03-21,-1.6253139
2017-03-28,-2.0783887
2017-04-25,-2.9779212
2017-05-11,-3.090119
2017-05-12,-3.3093755
2017-05-18,-5.306268
2017-05-31,-4.828348
2017-06-06,-5.684415
2017-06-14,-4.676222
2017-06-23,-4.6097026
2017-06-27,-4.016523
2017-07-06,-3.803706
2017-07-11,-3.3464565
2017-07-19,-4.3307056
2017-07-28,-4.8699307
2017-07-31,-4.0562153
2017-08-08,-2.1814578
2017-08-18,-1.1086025
2017-08-24,-1.1651692
2017-08-29,-1.0287681
2017-09-06,-0.8893507
2017-09-14,-1.4737663
2017-09-20,-1.1346633
2017-09-29,-0.90222245
2017-10-05,-1.1368381
2017-10-10,-1.1033412
2017-10-19,-1.278357
2017-10-25,-1.4790553
2017-10-31,-1.5483171
2017-11-08,-1.2291335
2017-11-16,-0.93162394
2017-11-21,-0.96212494
2017-11-29,-1.4564893
2017-12-05,-1.2653881
2017-12-14,-1.3273134
2017-12-21,-1.584086
2017-12-26,-1.568453
2018-01-10,-1.9410219
2018-01-17,-2.4490054
2018-01-24,-2.5141907
2018-02-01,-1.9142592
2018-02-08,-2.1607707
2018-02-14,-2.1521862
2018-02-22,-1.9988942
2018-03-02,-1.6728477
2018-03-08,-1.889465
2018-03-15,-1.4917077
2018-03-21,-3.1584454
2018-03-27,-3.2227085
2018-04-04,-3.98204
2018-04-13,-1.7765566
2018-04-18,-3.931561
2018-05-02,-4.459943
2018-05-11,-4.0546327
2018-05-16,-3.7544706
2018-05-23,-5.2748656
2018-05-29,-4.728411
2018-06-07,-5.135266
2018-06-14,-4.915865
2018-06-22,-5.4610667
2018-06-29,-4.6078563
2018-07-04,-5.328608
2018-07-12,-5.0967712
2018-07-20,-4.9405622
2018-07-24,-5.2406034
2018-08-01,-4.9515266
2018-08-07,-5.310971
2018-08-16,-5.343653
2018-08-23,-5.387763
2018-08-30,-4.988944
2018-09-06,-5.278316
2018-09-14,-5.2451253
2018-09-20,-5.2912326
2018-09-26,-5.0452466
2018-10-04,-5.485792
2018-10-10,-5.503409
2018-10-18,-5.5641346
2018-10-23,-5.394865
2018-10-31,-5.453032
2018-11-08,-5.5274844
2018-11-16,-4.7472224
2018-11-21,-5.7008944
2018-11-30,-5.2869363
2018-12-03,-5.493501
2018-12-12,-5.4024673
2018-12-18,-5.448042
2019-01-09,-5.4346356
2019-01-17,-5.6354628
2019-01-25,-5.3451033
2019-02-06,-5.5364556
2019-02-14,-5.263245
2019-02-21,-5.285822
2019-03-01,-5.254048
2019-03-07,-3.894479
2019-03-14,-5.2731624
2019-03-20,-4.6737494
2019-03-25,-5.3966746
2019-04-05,-5.4328976
2019-04-12,-5.428841
2019-04-17,-4.419145
2019-04-29,-3.5277996
2019-05-06,-3.434452
2019-05-14,-3.8197067
2019-05-23,-3.1375484
2019-05-28,-3.0526495
2019-06-07,-2.6715963
2019-06-11,-3.2522945
2019-06-21,-3.4766722
2019-06-26,-2.9423506
2019-07-03,-3.4044178
2019-07-12,-4.7195697
2019-07-16,-4.876283
2019-07-25,-3.5678427
2019-07-30,-3.3555298
2019-08-08,-3.64529
2019-08-14,-2.6536472
2019-08-20,-2.3879397
2019-08-28,-2.101743
2019-09-04,-2.1877272
2019-09-10,-2.5004234
2019-09-18,-0.78779566
2019-09-27,-2.0622964
2019-10-01,-2.725764
2019-10-07,-1.9140179
2019-10-16,-1.0482038
2019-10-21,-1.1932644
2019-10-29,-1.0453639
2019-11-04,-0.78118193
2019-11-15,-0.89512587
2019-11-26,-1.0498488
2019-12-05,-1.0387819
2019-12-11,-1.2177836
2019-12-19,-1.8957511
2019-12-27,-1.8347089
2020-01-08,-3.020786
2020-01-13,-3.113357
