Date,Transparency
2016-08-08,-0.9654218
2016-08-09,-1.1247793
2016-08-12,-1.3149208
2016-08-16,-1.2451942
2016-08-22,-0.84364694
2016-08-30,-1.0502582
2016-09-09,-1.0983098
2016-09-12,-1.6525626
2016-09-14,-0.81855977
2016-09-21,-0.73053914
2016-09-26,-0.76726073
2016-10-03,-0.74678516
2016-10-05,-0.8346534
2016-10-11,-0.7455904
2016-10-17,-0.7046287
2016-10-24,-0.94792473
2016-11-09,-1.0552943
2016-11-17,-1.0426629
2016-11-24,-2.007572
2016-11-29,-1.2451789
2016-12-14,-1.5477157
2016-12-21,-0.75210446
2016-12-29,-0.95080334
2017-01-04,-1.0623231
2017-01-13,-1.0667444
2017-01-25,-0.7387242
2017-02-01,-1.5699176
2017-02-07,-1.0582916
2017-02-14,-1.2467173
2017-02-15,-1.1484556
2017-02-28,-1.8076175
2017-03-07,-2.248808
2017-03-21,-1.5189028
2017-03-28,-3.2431486
2017-04-25,-4.4687114
2017-05-11,-5.3864455
2017-05-12,-3.6416388
2017-05-18,-4.1651826
2017-05-31,-4.7674723
2017-06-06,-4.654471
2017-06-14,-4.8889956
2017-06-23,-4.385162
2017-06-27,-4.75585
2017-07-06,-4.675483
2017-07-11,-4.8175197
2017-07-19,-4.514519
2017-07-28,-4.8153143
2017-07-31,-2.5272377
2017-08-08,-1.4394575
2017-08-18,-1.0777475
2017-08-24,-0.91400516
2017-08-29,-0.8570467
2017-09-06,-0.9772018
2017-09-14,-1.0823473
2017-09-20,-0.9727858
2017-09-29,-0.8798692
2017-10-05,-0.9670017
2017-10-10,-1.0400486
2017-10-19,-0.88582575
2017-10-25,-1.1279806
2017-10-31,-1.1211032
2017-11-08,-0.9769143
2017-11-16,-0.9546207
2017-11-21,-1.096017
2017-11-29,-1.11536
2017-12-05,-0.88013774
2017-12-14,-1.1344365
2017-12-21,-1.3335677
2017-12-26,-1.3219413
2018-01-10,-1.9465444
2018-01-17,-2.0398242
2018-01-24,-2.3649383
2018-02-01,-1.2162231
2018-02-08,-1.5986655
2018-02-14,-1.7216353
2018-02-22,-1.9466149
2018-03-02,-2.1155632
2018-03-08,-2.017134
2018-03-15,-1.4582235
2018-03-21,-1.8762107
2018-03-27,-2.7478974
2018-04-04,-3.17053
2018-04-13,-2.712168
2018-04-18,-4.1131687
2018-05-02,-4.016929
2018-05-11,-3.118118
2018-05-16,-3.0604663
2018-05-23,-5.2275934
2018-05-29,-3.7246199
2018-06-07,-4.268735
2018-06-14,-4.063657
2018-06-22,-3.1100602
2018-06-29,-3.4672966
2018-07-04,-3.4078212
2018-07-12,-4.05773
2018-07-20,-3.722506
2018-07-24,-3.4004958
2018-08-01,-3.4162624
2018-08-07,-4.766232
2018-08-16,-4.408023
2018-08-23,-5.160951
2018-08-30,-4.388282
2018-09-06,-4.526761
2018-09-14,-3.5895224
