Date,Transparency
2016-08-08,-1.0386796
2016-08-09,-1.2231181
2016-08-12,-1.222929
2016-08-16,-1.225936
2016-08-22,-0.9053401
2016-08-30,-0.98893815
2016-09-09,-1.0647595
2016-09-12,-1.4296926
2016-09-14,-1.0722843
2016-09-21,-0.7371161
2016-09-26,-0.82407176
2016-10-03,-0.7846975
2016-10-05,-0.8930404
2016-10-11,-0.82426953
2016-10-17,-0.78295684
2016-10-24,-0.96257836
2016-11-09,-1.1036768
2016-11-17,-0.9195582
2016-11-24,-1.8386312
2016-11-29,-1.305016
2016-12-14,-1.5178306
2016-12-21,-0.96196675
2016-12-29,-0.9769917
2017-01-04,-1.0908383
2017-01-13,-1.0110579
2017-01-25,-0.7444483
2017-02-01,-1.4401944
2017-02-07,-1.1678182
2017-02-14,-1.3384815
2017-02-15,-2.0617335
2017-02-28,-1.7856307
2017-03-07,-2.0803227
2017-03-21,-1.5460124
2017-03-28,-2.6444566
2017-04-25,-3.3837628
2017-05-11,-5.0497212
2017-05-12,-3.9233541
2017-05-18,-4.4588537
2017-05-31,-4.007086
2017-06-06,-4.2072153
2017-06-14,-5.0128293
2017-06-23,-4.777433
2017-06-27,-4.6423726
2017-07-06,-4.385828
2017-07-11,-4.9253473
2017-07-19,-4.1649747
2017-07-28,-4.52783
2017-07-31,-1.8981926
2017-08-08,-1.334823
2017-08-18,-0.9705
2017-08-24,-0.90504175
2017-08-29,-0.9483291
2017-09-06,-0.9564495
2017-09-14,-0.97751635
2017-09-20,-0.9984885
2017-09-29,-0.8594133
2017-10-05,-0.9345726
2017-10-10,-1.1878242
2017-10-19,-0.850506
2017-10-25,-1.175201
2017-10-31,-1.309286
2017-11-08,-1.0650804
2017-11-16,-1.0633876
2017-11-21,-1.1182804
2017-11-29,-1.1791617
2017-12-05,-1.0783148
2017-12-14,-1.2240851
2017-12-21,-1.2405775
2017-12-26,-1.3738235
2018-01-10,-1.9793591
2018-01-17,-2.1009555
2018-01-24,-2.3443968
2018-02-01,-0.7493236
2018-02-08,-1.3547292
2018-02-14,-1.9136136
2018-02-22,-1.8490008
2018-03-02,-2.2232094
2018-03-08,-2.237903
2018-03-15,-1.9553266
2018-03-21,-2.3323276
2018-03-27,-3.0470436
2018-04-04,-3.1516316
2018-04-13,-3.1801944
2018-04-18,-4.9471583
2018-05-02,-4.894163
2018-05-11,-3.752615
2018-05-16,-3.8538847
2018-05-23,-5.4163184
2018-05-29,-3.9026546
2018-06-07,-4.168091
2018-06-14,-3.8716938
2018-06-22,-4.054709
2018-06-29,-3.0528057
2018-07-04,-2.9074895
2018-07-12,-3.596829
2018-07-20,-3.7428303
2018-07-24,-3.3848007
2018-08-01,-3.245082
2018-08-07,-4.31357
2018-08-16,-3.5895011
2018-08-23,-4.2567663
2018-08-30,-3.65247
2018-09-06,-4.366439
2018-09-14,-2.6968684
2018-09-20,-3.4330764
2018-09-26,-3.9346733
2018-10-04,-4.5258512
2018-10-10,-5.00826
2018-10-18,-5.2637563
2018-10-23,-2.7889328
2018-10-31,-5.133521
2018-11-08,-5.2427273
2018-11-16,-3.628055
2018-11-21,-3.2051578
2018-11-30,-4.872912
2018-12-03,-5.391332
2018-12-12,-5.0547047
2018-12-18,-4.6060104
2019-01-09,-4.9524865
2019-01-17,-5.129877
2019-01-25,-5.1486063
2019-02-06,-3.679701
2019-02-14,-5.119269
2019-02-21,-5.1922064
2019-03-01,-5.025842
2019-03-07,-4.896076
2019-03-14,-4.5338526
2019-03-20,-3.5260303
2019-03-25,-3.895737
2019-04-05,-4.4673023
2019-04-12,-4.272886
2019-04-17,-4.6917872
2019-04-29,-3.3689811
2019-05-06,-3.5521522
2019-05-14,-3.9410079
2019-05-23,-2.8943179
2019-05-28,-2.1109712
2019-06-07,-2.0427232
2019-06-11,-3.0453732
2019-06-21,-2.7937946
2019-06-26,-2.9444585
2019-07-03,-3.2794163
2019-07-12,-5.185943
2019-07-16,-3.9789643
2019-07-25,-2.7263346
2019-07-30,-3.6605709
2019-08-08,-3.391805
2019-08-14,-2.1818585
2019-08-20,-2.7818482
2019-08-28,-2.0463407
2019-09-04,-1.8919933
2019-09-10,-2.2250497
2019-09-18,-0.79444057
2019-09-27,-3.1866891
2019-10-01,-2.7371867
2019-10-07,-1.5209283
2019-10-16,-0.97812974
2019-10-21,-1.2117512
2019-10-29,-0.8737875
2019-11-04,-0.77576166
2019-11-15,-0.64605266
2019-11-26,-1.1076553
2019-12-05,-0.50618756
2019-12-11,-0.9940174
2019-12-19,-1.5956763
2019-12-27,-1.7314945
2020-01-08,-2.453621
2020-01-13,-3.0508492
2020-02-04,-2.878128
2020-02-12,-2.7860076
2020-02-17,-2.5719476
2020-05-20,-1.6641803
2020-05-29,-1.2528334
2020-06-03,-4.874948
2020-06-10,-3.6880157
2020-06-15,-3.4722407
2020-06-25,-3.1790211
2020-06-29,-3.2971952
2020-07-07,-3.688767
2020-07-13,-4.049653
2020-07-23,-1.4323542
2020-07-28,-2.9940262
2020-08-03,-3.0661204
2020-08-10,-4.809226
2020-08-18,-5.0193586
2020-08-25,-4.815306
2020-09-03,-5.0524697
2020-09-10,-4.508062
2020-09-23,-4.354129
2020-09-30,-4.218974
2020-10-09,-4.4244447
2020-10-13,-4.2223406
2020-10-20,-4.1121
2020-10-29,-3.8409863
2020-11-03,-2.633132
2020-11-11,-3.8997056
2020-11-18,-4.011769
2020-11-24,-2.250777
2020-11-30,-4.125588
2020-12-14,-4.7913566
2020-12-22,-5.2765064
2021-01-04,-4.454018
2021-01-13,-4.6524944
2021-01-18,-5.004349
2021-01-27,-4.464675
2021-02-01,-3.45534
2021-02-11,-4.771889
2021-02-16,-5.2288413
2021-02-23,-3.643623
2021-03-05,-2.3227847
2021-03-11,-4.005454
2021-03-17,-5.324738
2021-08-13,-1.1652899
2021-10-07,-1.0310749
2021-10-11,-1.0310749
2021-10-18,-1.6620804
2021-10-28,-1.4440155
2021-11-04,-1.8103302
2021-11-18,-1.7846498
2021-11-25,-2.4330478
2021-12-01,-2.3762243
2021-12-10,-4.1103663
2021-12-15,-4.1248164
2021-12-21,-2.945041
2021-12-28,-4.095623
2022-01-12,-4.1598744
2022-01-19,-3.924892
2022-01-27,-3.649821
2022-02-02,-4.025809
2022-02-10,-3.4641657
2022-02-16,-4.2244673
2022-02-24,-4.2262
2022-03-02,-3.42239
2022-03-11,-3.0464325
2022-03-24,-0.07442778
2022-03-28,-0.86959946
2022-04-06,-0.6055999
2022-04-11,-0.724976
2022-04-19,-1.7482983
2022-04-22,-1.4828776
2022-04-27,-2.210556
2022-05-06,-1.915617
2022-05-13,-1.9879961
2022-05-18,-1.7671094
2022-05-18,-1.7671094
2022-05-26,-2.4720767
2022-06-02,-2.511452
2022-06-10,-2.7504163
2022-06-24,-2.8016288
2022-06-30,-2.5401037
2022-07-20,-2.876295
2022-07-20,-2.876295
2022-07-28,-3.0152617
2022-08-03,-2.0848687
2022-08-11,-1.4582982
2022-08-17,-2.3360083
2022-08-24,-2.303524
2022-09-01,-3.9957862
2022-09-07,-3.00869
2022-09-15,-2.1919906
2022-09-21,-1.8478762
2022-09-29,-1.6262579
2022-10-05,-1.587992
2022-10-11,-1.4907857
2022-10-18,-2.6633112
2022-10-26,-2.5491927
2022-11-02,-3.019523
2022-11-09,-2.4068873
2022-11-17,-2.9334128
2022-11-24,-3.320028
2022-12-01,-3.5215902
2022-12-07,-3.5671027
2022-12-16,-2.8812406
2022-12-20,-3.4333057
2022-12-27,-3.5903192
2023-01-03,-3.7352862
2023-01-10,-3.8086698
2023-01-20,-3.0606148
2023-01-25,-4.36665
2023-01-25,-4.36665
2023-02-01,-4.4043965
2023-02-08,-4.1268797
2023-02-14,-4.0858774
2023-02-23,-4.1105323
2023-02-23,-4.1105323
2023-03-01,-3.5138624
2023-03-08,-3.7129624
2023-03-16,-4.3765807
2023-03-16,-4.3765807
2023-03-22,-3.6156695
2023-03-22,-3.6156695
2023-04-04,-4.380835
2023-04-11,-3.5482366
2023-04-20,-3.2944093
2023-04-20,-3.2944093
2023-04-27,-3.7536163
2023-05-04,-3.529202
2023-05-11,-3.5079145
2023-05-18,-3.3247302
2023-05-25,-2.3216486
2023-05-31,-3.3535128
2023-06-05,-3.6151407
2023-06-05,-3.6151407
2023-06-13,-3.5125573
2023-06-21,-3.5949347
2023-06-28,-3.6348062
2023-07-05,-3.8597317
2023-07-12,-3.603706
2023-07-19,-3.2625647
2023-07-26,-3.4342914
2023-08-01,-3.6709976
2023-08-10,-3.130761
2023-08-17,-2.0092447
2023-08-24,-3.2330208
2023-08-30,-3.3681536
2023-09-07,-2.0779264
2023-09-13,-2.1493485
2023-09-21,-3.4821646
2023-09-27,-3.4956462
2023-10-05,-3.0601225
2023-10-11,-3.3114095
2023-10-17,-2.7303
2023-10-25,-1.754027
2023-10-31,-2.1895752
2023-11-08,-2.8383052
2023-11-16,-3.5488756
2023-11-24,-3.6517842
2023-11-29,-4.266111
2023-12-07,-3.7312691
2023-12-13,-4.407634
2023-12-19,-4.346273
2023-12-27,-4.2104955
2024-01-03,-4.4027157
2024-01-09,-4.0165515
2024-01-16,-4.3560615
2024-01-23,-4.334013
2024-02-01,-4.2545433
2024-02-06,-3.6475768
2024-02-13,-3.5465753
2024-02-20,-3.4902363
2024-03-07,-4.367527
2024-03-13,-4.296196
2024-03-20,-0.8572843
2024-03-26,-0.8425238
2024-04-02,-0.8555747
2024-04-10,-0.86011964
2024-04-24,-0.9977889
2024-04-29,-1.4845771
2024-05-10,-1.449852
2024-05-15,-0.9994971
2024-05-22,-1.3752145
2024-05-29,-0.98909193
2024-06-05,-1.4862747
2024-06-10,-1.2822006
2024-06-18,-1.3900712
2024-06-25,-1.4180368
2024-07-03,-0.99299407
2024-07-09,-1.3043684
2024-07-18,-1.3555726
