Cod,Latitud,Longitud,Nombre
30021,37.723870,-1.170201,FuenteAlamo
30902,37.733278,-0.853044,LosAlcazares
30037,37.742933,-0.953459,TorrePacheco
30016,37.600173,-0.982105,Cartagena
30035,37.806045,-0.834730,SanJavier
30036,37.835006,-0.791455,SanPedro
30041,37.619087,-0.875254,LaUnion
