Date,Comunidad,O3,NO,NO2,NOx,NH3,NT,CO,SO2,PM10,Benceno,Tolueno,Xileno
2024-09-06 00:00:00,Lorca,76.8,1,2.6,4.4,---,---,0.15,2.90,14.82,---,---,---
2024-09-06 01:00:00,Lorca,75.6,1,2.8,4,---,---,0.19,2.30,14.08,---,---,---
2024-09-06 02:00:00,Lorca,70.3,1,5.2,6.7,---,---,0.17,0.30,12.72,---,---,---
2024-09-06 03:00:00,Lorca,70,1,4,5.6,---,---,0.20,0.10,11.04,---,---,---
2024-09-06 04:00:00,Lorca,66,1,4.6,6.2,---,---,0.20,0.10,11.7,---,---,---
2024-09-06 05:00:00,Lorca,61,1,8.4,9.8,---,---,0.22,0.10,17.74,---,---,---
2024-09-06 06:00:00,Lorca,60.2,1,5.8,6.8,---,---,0.19,0.10,13.36,---,---,---
2024-09-06 07:00:00,Lorca,59,1,7.2,8.8,---,---,0.20,0.10,14.36,---,---,---
2024-09-06 08:00:00,Lorca,68,1,6,7.4,---,---,0.18,0.10,13.62,---,---,---
2024-09-06 09:00:00,Lorca,60.4,1,13.4,15,---,---,0.18,0.10,24.42,---,---,---
2024-09-06 10:00:00,Lorca,66.8,1.2,8.3,10.3,---,---,0.22,0.10,32.7,---,---,---
2024-09-06 11:00:00,Lorca,73,1.2,5.8,8,---,---,0.17,0.20,37.16,---,---,---
2024-09-06 12:00:00,Lorca,82,1,4.4,5.6,---,---,0.18,0.40,35.24,---,---,---
2024-09-06 13:00:00,Lorca,89.2,1,3,4.4,---,---,0.17,0.80,25.42,---,---,---
2024-09-06 14:00:00,Lorca,91.8,1,3,4.8,---,---,0.17,1.90,38,---,---,---
2024-09-06 15:00:00,Lorca,91.8,1,2.6,4.2,---,---,0.14,1.30,36,---,---,---
2024-09-06 16:00:00,Lorca,92.3,1,2.7,4.3,---,---,0.14,1.50,41.7,---,---,---
2024-09-06 17:00:00,Lorca,92.2,1,3,4.4,---,---,0.17,1.40,57.64,---,---,---
2024-09-06 18:00:00,Lorca,93.4,1.2,4.4,6,---,---,0.17,1.40,52.42,---,---,---
2024-09-06 19:00:00,Lorca,94.6,1,4,5.4,---,---,0.18,1.20,42.64,---,---,---
2024-09-06 20:00:00,Lorca,96,1,4.8,6.2,---,---,0.16,0.90,33.72,---,---,---
2024-09-06 21:00:00,Lorca,89.6,1,3.4,5.4,---,---,0.17,1.20,22.4,---,---,---
2024-09-06 22:00:00,Lorca,89.6,1,4.4,6.2,---,---,0.16,0.80,25.14,---,---,---
2024-09-06 23:00:00,Lorca,91.3,1,4.3,6,---,---,0.19,1.20,27.17,---,---,---
2024-09-07 00:00:00,Lorca,91.3,1,4,5.2,---,---,0.20,1.10,25.47,---,---,---
2024-09-07 01:00:00,Lorca,89.2,1,2.6,4,---,---,0.19,0.10,24.1,---,---,---
2024-09-07 02:00:00,Lorca,70.7,1,4.5,5.8,---,---,0.20,0.90,21.8,---,---,---
2024-09-07 03:00:00,Lorca,42.2,1,7.2,8.6,---,---,0.18,1,23.18,---,---,---
2024-09-07 04:00:00,Lorca,37.2,1,8,9.6,---,---,0.17,0.90,21,---,---,---
2024-09-07 05:00:00,Lorca,44,1,3.6,5,---,---,0.19,0.60,24.28,---,---,---
2024-09-07 06:00:00,Lorca,41.8,1,4.2,5.8,---,---,0.20,0.60,24.96,---,---,---
2024-09-07 07:00:00,Lorca,34.8,1.2,9.5,11.5,---,---,0.19,0.60,24.25,---,---,---
2024-09-07 08:00:00,Lorca,28.2,1,11.8,13.4,---,---,0.18,0.40,29.38,---,---,---
2024-09-07 09:00:00,Lorca,29.8,1.2,11.6,13.6,---,---,0.16,0.90,45.54,---,---,---
2024-09-07 10:00:00,Lorca,36.4,1.4,5.8,8,---,---,0.18,1,31.76,---,---,---
2024-09-07 11:00:00,Lorca,56.5,2.2,9.7,13.2,---,---,0.18,1.10,31.53,---,---,---
2024-09-07 12:00:00,Lorca,73.2,1.7,9,11.7,---,---,0.18,1.80,47.92,---,---,---
2024-09-07 13:00:00,Lorca,77.4,1,7,8.8,---,---,0.18,1.10,60.16,---,---,---
2024-09-07 14:00:00,Lorca,84.2,1,6.4,8,---,---,0.16,2.40,45.78,---,---,---
2024-09-07 15:00:00,Lorca,85.4,1,5.4,7,---,---,0.15,2.60,49.4,---,---,---
2024-09-07 16:00:00,Lorca,---,---,---,---,---,---,---,---,---,---,---,---
2024-09-07 17:00:00,Lorca,85.8,1,3.4,5.2,---,---,0.13,3,46.2,---,---,---
2024-09-07 18:00:00,Lorca,87.6,1,3.4,5,---,---,0.14,3.30,48.36,---,---,---
2024-09-07 19:00:00,Lorca,86.4,1,5.6,6.8,---,---,0.16,3.40,48.18,---,---,---
2024-09-07 20:00:00,Lorca,86.8,1,6.3,7.7,---,---,0.15,2.60,38.45,---,---,---
2024-09-07 21:00:00,Lorca,74.2,1,7.4,9.2,---,---,0.14,2.10,86.98,---,---,---
2024-09-07 22:00:00,Lorca,64.8,1,2,3.4,---,---,0.12,2.60,170.78,---,---,---
2024-09-07 23:00:00,Lorca,64.2,1,2,3,---,---,0.12,2.10,117.4,---,---,---
2024-09-08 00:00:00,Lorca,62.4,1,3,4.4,---,---,0.13,2.40,93.16,---,---,---
2024-09-08 01:00:00,Lorca,68,1,2.8,4,---,---,0.11,2.80,57.43,---,---,---
2024-09-08 02:00:00,Lorca,72.7,1,2.8,3.8,---,---,0.12,2.90,41.05,---,---,---
2024-09-08 03:00:00,Lorca,71.8,1,2,3,---,---,0.12,1.70,25.64,---,---,---
2024-09-08 04:00:00,Lorca,60,1,2.8,4.4,---,---,0.14,1.90,26.52,---,---,---
2024-09-08 05:00:00,Lorca,49,1,5.2,6.6,---,---,0.13,0.60,24.08,---,---,---
2024-09-08 06:00:00,Lorca,43.6,1,4.6,6,---,---,0.13,1.40,23.4,---,---,---
2024-09-08 07:00:00,Lorca,38.4,1,4.8,6.6,---,---,0.15,1.20,27.98,---,---,---
2024-09-08 08:00:00,Lorca,37.8,1,5.8,7.6,---,---,0.17,1.20,29.96,---,---,---
2024-09-08 09:00:00,Lorca,34.4,1,3.8,5,---,---,0.14,1.30,35.3,---,---,---
2024-09-08 10:00:00,Lorca,33.5,1,4.7,6.7,---,---,0.13,1.10,32.1,---,---,---
2024-09-08 11:00:00,Lorca,44.8,1,4.2,6,---,---,0.11,1.10,35.5,---,---,---
2024-09-08 12:00:00,Lorca,62,1.2,4,6,---,---,0.14,1.90,41.12,---,---,---
2024-09-08 13:00:00,Lorca,69.7,1,2,3.5,---,---,0.11,2.60,38.65,---,---,---
2024-09-08 14:00:00,Lorca,73.6,1,2,3,---,---,0.09,3.40,34.34,---,---,---
2024-09-08 15:00:00,Lorca,72.4,1,2.8,4.2,---,---,0.13,3.90,43.46,---,---,---
2024-09-08 16:00:00,Lorca,71.3,1,2,3.7,---,---,0.09,2.70,45.43,---,---,---
2024-09-08 17:00:00,Lorca,76.2,1,2,3.8,---,---,0.11,3,46.74,---,---,---
2024-09-08 18:00:00,Lorca,79.2,1,2.6,4.2,---,---,0.13,3.60,43.76,---,---,---
2024-09-08 19:00:00,Lorca,79.8,1,3.4,4.6,---,---,0.12,3.60,53.22,---,---,---
2024-09-08 20:00:00,Lorca,89.8,1,4,5.6,---,---,0.10,3.40,65.86,---,---,---
2024-09-08 21:00:00,Lorca,83.2,1,5.2,6.8,---,---,0.11,3.50,79.16,---,---,---
2024-09-08 22:00:00,Lorca,67.3,1,3.5,5.3,---,---,0.12,2.80,197.8,---,---,---
2024-09-08 23:00:00,Lorca,63,1,5,6.4,---,---,0.10,2.80,193.48,---,---,---
2024-09-09 00:00:00,Lorca,60.3,1,5.5,7,---,---,0.10,2.80,130.68,---,---,---
2024-09-09 01:00:00,Lorca,60,1,6.2,7.4,---,---,0.15,3.50,85.54,---,---,---
2024-09-09 02:00:00,Lorca,63.3,1,2.8,4.2,---,---,0.14,2.50,84.22,---,---,---
2024-09-09 03:00:00,Lorca,57.8,2.2,4.6,8,---,---,0.15,1.60,70.76,---,---,---
2024-09-09 04:00:00,Lorca,58.2,1,3.6,5,---,---,0.15,0.90,63.28,---,---,---
2024-09-09 05:00:00,Lorca,59.5,1.3,4,6,---,---,0.17,1.10,47.82,---,---,---
2024-09-09 06:00:00,Lorca,56.7,1,5.2,6.3,---,---,0.14,1.10,32.28,---,---,---
2024-09-09 07:00:00,Lorca,56,1,6.3,8,---,---,0.16,0.70,41.72,---,---,---
2024-09-09 08:00:00,Lorca,51.2,1,9.5,11,---,---,0.15,0.90,37.63,---,---,---
2024-09-09 09:00:00,Lorca,57,1,7,8.6,---,---,0.17,1,33.98,---,---,---
2024-09-09 10:00:00,Lorca,63.8,1,5.2,7.2,---,---,0.13,1.10,36.06,---,---,---
2024-09-09 11:00:00,Lorca,70.6,1,4.2,6.2,---,---,0.16,1,32.68,---,---,---
2024-09-09 12:00:00,Lorca,79.5,1,3,4.2,---,---,0.13,2,21.63,---,---,---
2024-09-09 13:00:00,Lorca,87.6,1,2.4,3.8,---,---,0.13,2.70,15.86,---,---,---
2024-09-09 14:00:00,Lorca,89.8,1,2,3.3,---,---,0.11,2.90,21.32,---,---,---
2024-09-09 15:00:00,Lorca,93.2,1,2.4,3.6,---,---,0.09,2.90,21.52,---,---,---
2024-09-09 16:00:00,Lorca,98.8,1,2.8,4,---,---,0.12,3.10,37.82,---,---,---
2024-09-09 17:00:00,Lorca,99.2,1,2.4,4,---,---,0.15,2.70,55.5,---,---,---
2024-09-09 18:00:00,Lorca,100,1,2.3,4,---,---,0.14,3.30,40.65,---,---,---
2024-09-09 19:00:00,Lorca,96.6,1,2.8,4,---,---,0.14,3.20,46.5,---,---,---
2024-09-09 20:00:00,Lorca,93.2,1,3,4.6,---,---,0.17,2.50,40.12,---,---,---
2024-09-09 21:00:00,Lorca,91.3,1,4.8,6.2,---,---,0.15,3,52.58,---,---,---
2024-09-09 22:00:00,Lorca,88,1,7.2,8.6,---,---,0.16,2.60,40.32,---,---,---
2024-09-09 23:00:00,Lorca,88,1,6,7.6,---,---,0.15,3.10,31.78,---,---,---
2024-09-10 00:00:00,Lorca,58.2,1,10.6,12.2,---,---,0.14,2.60,38.04,---,---,---
2024-09-10 01:00:00,Lorca,49,1,9.7,11.3,---,---,0.17,1.90,31.25,---,---,---
2024-09-10 02:00:00,Lorca,51.7,1,7.8,9.3,---,---,0.16,3.10,32.75,---,---,---
2024-09-10 03:00:00,Lorca,53.5,1,5,6.7,---,---,0.16,3.20,35.48,---,---,---
2024-09-10 04:00:00,Lorca,53.3,1,3,4.7,---,---,0.13,2.50,34.07,---,---,---
2024-09-10 05:00:00,Lorca,50,1,3.8,5.2,---,---,0.15,3.10,34.84,---,---,---
2024-09-10 06:00:00,Lorca,42.2,1,9.6,11.2,---,---,0.16,3.50,36.08,---,---,---
2024-09-10 07:00:00,Lorca,39.4,1.8,14.4,17.2,---,---,0.24,3.10,39.32,---,---,---
2024-09-10 08:00:00,Lorca,26.7,2.3,28.2,31.5,---,---,0.19,3.80,56.17,---,---,---
2024-09-10 09:00:00,Lorca,17.3,7.2,35,46.3,---,---,0.26,4.10,106.88,---,---,---
2024-09-10 10:00:00,Lorca,28.8,7.8,30.8,42.6,---,---,0.29,4.60,114.88,---,---,---
2024-09-10 11:00:00,Lorca,55.7,2.8,12,16.3,---,---,0.15,5,80.1,---,---,---
2024-09-10 12:00:00,Lorca,79.2,2,9.5,12.5,---,---,0.14,6.40,48.83,---,---,---
2024-09-10 13:00:00,Lorca,91,1,5.3,7.2,---,---,0.13,5.90,51.45,---,---,---
2024-09-10 14:00:00,Lorca,99.3,1,4.5,6,---,---,0.12,6.10,52.83,---,---,---
2024-09-10 15:00:00,Lorca,107,1,3.8,5.3,---,---,0.11,5.40,42.23,---,---,---
2024-09-10 16:00:00,Lorca,105.6,1,3,4.2,---,---,0.11,5,36.48,---,---,---
2024-09-10 17:00:00,Lorca,103.5,1,3,4.7,---,---,0.11,5,48.87,---,---,---
2024-09-10 18:00:00,Lorca,101.2,1,3.3,5,---,---,0.12,4.50,51.27,---,---,---
2024-09-10 19:00:00,Lorca,101,1,3.6,5,---,---,0.12,5.60,53.98,---,---,---
2024-09-10 20:00:00,Lorca,103,1,4,5.5,---,---,0.15,4.90,45.33,---,---,---
2024-09-10 21:00:00,Lorca,96.7,1,7.2,9,---,---,0.17,4.20,36.97,---,---,---
2024-09-10 22:00:00,Lorca,88.7,1,10.8,12.3,---,---,0.17,4.30,40.47,---,---,---
2024-09-10 23:00:00,Lorca,93,1,4.5,6,---,---,0.17,5,20.88,---,---,---
2024-09-11 00:00:00,Lorca,49.8,1,18.5,20.3,---,---,0.16,4.80,37.63,---,---,---
2024-09-11 01:00:00,Lorca,50.8,1,9.3,10.8,---,---,0.16,3.10,28.12,---,---,---
2024-09-11 02:00:00,Lorca,48.2,1,9.7,11.2,---,---,0.16,0.40,21.57,---,---,---
2024-09-11 03:00:00,Lorca,41.8,1,9.8,11.5,---,---,0.13,0.30,23.95,---,---,---
2024-09-11 04:00:00,Lorca,37.3,1,9.2,10.8,---,---,0.17,0.30,19.2,---,---,---
2024-09-11 05:00:00,Lorca,38,1,8.8,10.2,---,---,0.15,0.30,13.67,---,---,---
2024-09-11 06:00:00,Lorca,29.8,1.2,16.2,18,---,---,0.19,0.30,20.48,---,---,---
2024-09-11 07:00:00,Lorca,22,1.8,21,24,---,---,0.19,0.30,29.88,---,---,---
2024-09-11 08:00:00,Lorca,22.2,1.5,24,26.5,---,---,0.20,0.10,32.97,---,---,---
2024-09-11 09:00:00,Lorca,20.7,4.7,28.7,36,---,---,0.28,0.60,84.67,---,---,---
2024-09-11 10:00:00,Lorca,39.8,2.5,12.3,16.5,---,---,0.18,0.90,61.58,---,---,---
2024-09-11 11:00:00,Lorca,71.4,1,4.8,6.6,---,---,0.17,0.50,31.36,---,---,---
2024-09-11 12:00:00,Lorca,88,1.2,6.2,8.4,---,---,0.17,0.50,41.98,---,---,---
2024-09-11 13:00:00,Lorca,98.8,1.7,7.2,9.7,---,---,0.15,0.70,62.72,---,---,---
2024-09-11 14:00:00,Lorca,101.2,1,3.3,5,---,---,0.12,2.20,55.3,---,---,---
2024-09-11 15:00:00,Lorca,100.4,1,3.2,5,---,---,0.12,2,33.78,---,---,---
2024-09-11 16:00:00,Lorca,102.3,1,3,4.5,---,---,0.14,2.20,27.62,---,---,---
2024-09-11 17:00:00,Lorca,104.3,1,3.2,5,---,---,0.15,1.60,71.47,---,---,---
2024-09-11 18:00:00,Lorca,103.8,1,3.5,5,---,---,0.13,1.90,39,---,---,---
2024-09-11 19:00:00,Lorca,104.7,1,4.2,6.2,---,---,0.13,2.30,50.42,---,---,---
2024-09-11 20:00:00,Lorca,101.3,1,4,5.5,---,---,0.17,2,61.73,---,---,---
2024-09-11 21:00:00,Lorca,99.8,1.2,5.2,6.8,---,---,0.18,1.20,27.55,---,---,---
2024-09-11 22:00:00,Lorca,96.7,1,7.3,8.8,---,---,0.16,1.50,22.07,---,---,---
2024-09-11 23:00:00,Lorca,80.5,1,13.7,15.2,---,---,0.18,1.80,25.5,---,---,---
2024-09-12 00:00:00,Lorca,60.7,1,13.2,14.7,---,---,0.17,1.30,21.4,---,---,---
2024-09-12 01:00:00,Lorca,66.2,1,6.2,8,---,---,0.15,1,15.53,---,---,---
2024-09-12 02:00:00,Lorca,55.3,1,6.7,8.2,---,---,0.16,1.80,15.35,---,---,---
2024-09-12 03:00:00,Lorca,47,1,8.3,9.8,---,---,0.14,2.10,16.58,---,---,---
2024-09-12 04:00:00,Lorca,43.3,1,6.7,8,---,---,0.14,1.90,15.98,---,---,---
2024-09-12 05:00:00,Lorca,41.3,1,7,8.7,---,---,0.16,1.70,14.55,---,---,---
2024-09-12 06:00:00,Lorca,37.2,1,12.2,13.7,---,---,0.13,2,16.3,---,---,---
2024-09-12 07:00:00,Lorca,27,1.7,23.3,26,---,---,0.20,2.10,25.02,---,---,---
2024-09-12 08:00:00,Lorca,9.2,7,45.7,56.7,---,---,0.25,2.50,74.67,---,---,---
2024-09-12 09:00:00,Lorca,25.7,2.7,19,23.3,---,---,0.16,2.60,50.53,---,---,---
2024-09-12 10:00:00,Lorca,30,10.8,31.5,48.2,---,---,0.31,2.30,146.58,---,---,---
2024-09-12 11:00:00,Lorca,64.2,2.3,10.8,14.3,---,---,0.16,2.90,84.9,---,---,---
2024-09-12 12:00:00,Lorca,81.2,2,10.3,13.5,---,---,0.15,3.80,69.5,---,---,---
2024-09-12 13:00:00,Lorca,94.7,1.7,7.2,9.7,---,---,0.12,4.20,62.6,---,---,---
2024-09-12 14:00:00,Lorca,100.8,1.2,5.5,7.7,---,---,0.14,4.30,70.35,---,---,---
2024-09-12 15:00:00,Lorca,106,1,5,6.7,---,---,0.14,4.20,63.17,---,---,---
2024-09-12 16:00:00,Lorca,104.2,1,3.5,5.3,---,---,0.13,4.20,51.18,---,---,---
2024-09-12 17:00:00,Lorca,103.8,1,3.5,5,---,---,0.11,4.10,58.53,---,---,---
2024-09-12 18:00:00,Lorca,105.5,1.2,3.8,5.7,---,---,0.13,4.50,46.8,---,---,---
2024-09-12 19:00:00,Lorca,106.5,1,4.2,6,---,---,0.11,4.90,42.45,---,---,---
2024-09-12 20:00:00,Lorca,102.8,1.2,6.3,8.3,---,---,0.11,3.60,60.65,---,---,---
2024-09-12 21:00:00,Lorca,96.2,1,11.3,12.8,---,---,0.13,3.30,66.32,---,---,---
2024-09-12 22:00:00,Lorca,64.2,2,31.2,34.2,---,---,0.17,3.50,80.9,---,---,---
2024-09-12 23:00:00,Lorca,46.2,1,25,26.8,---,---,0.18,4.20,103.78,---,---,---
2024-09-13 00:00:00,Lorca,48.5,1.3,19.2,21.3,---,---,0.20,4.30,91.8,---,---,---
2024-09-13 01:00:00,Lorca,41.5,1.3,14,16.3,---,---,0.15,3.20,44.02,---,---,---
2024-09-13 02:00:00,Lorca,46,1,10,11.2,---,---,0.15,3.50,40.73,---,---,---
2024-09-13 03:00:00,Lorca,49.8,1,6.5,8.3,---,---,0.15,3.10,30.83,---,---,---
2024-09-13 04:00:00,Lorca,69,1,7.2,8.7,---,---,0.18,2.80,31.62,---,---,---
2024-09-13 05:00:00,Lorca,56,1,9.8,11,---,---,0.16,2.60,37.68,---,---,---
2024-09-13 06:00:00,Lorca,39.2,1,15.5,17.2,---,---,0.16,2.40,32.38,---,---,---
2024-09-13 07:00:00,Lorca,28.8,2.5,25.5,29.8,---,---,0.23,2.80,41,---,---,---
2024-09-13 08:00:00,Lorca,22.8,3.2,31.3,36,---,---,0.23,2.60,56.95,---,---,---
2024-09-13 09:00:00,Lorca,35.2,1.3,18,20.3,---,---,0.13,2.40,44,---,---,---
2024-09-13 10:00:00,Lorca,47.3,4,17.3,23.5,---,---,0.14,2.40,57.97,---,---,---
2024-09-13 11:00:00,Lorca,54,1.7,9.7,12.3,---,---,0.17,3.20,32.73,---,---,---
2024-09-13 12:00:00,Lorca,61,1.8,6.5,9,---,---,0.17,3.60,44.78,---,---,---
2024-09-13 13:00:00,Lorca,67.5,1.3,5.5,7.8,---,---,0.16,3.30,47.47,---,---,---
