Date,Comunidad,O3,NO,NO2,NOx,NH3,NT,CO,SO2,PM10,Benceno,Tolueno,Xileno
2024-09-06 00:00:00,San Basilio,68,3.5,13,18.5,6.17,13,0.19,2.10,12.03,0.60,1.25,0.83
2024-09-06 01:00:00,San Basilio,65,3.5,11.7,17.1,6.27,12.50,0.19,2.20,11.32,0.60,2,0.90
2024-09-06 02:00:00,San Basilio,58.5,3.7,12.5,18.1,6.25,12.90,0.17,2.10,12.62,0.60,5.18,1.25
2024-09-06 03:00:00,San Basilio,55.2,3.2,10.6,15.7,5.88,11.60,0.17,1.20,11.26,0.60,4,0.90
2024-09-06 04:00:00,San Basilio,56.8,3.2,8.9,13.9,5.63,10.70,0.17,1.50,10.73,0.60,2.55,0.90
2024-09-06 05:00:00,San Basilio,56.3,3.2,9.1,14,5.33,10.50,0.18,1.50,11.09,0.60,3.77,1.07
2024-09-06 06:00:00,San Basilio,54.5,3.5,9.6,15,5.62,11.10,0.19,1.70,11.68,0.60,2,0.90
2024-09-06 07:00:00,San Basilio,51.7,3.6,15,20.6,5.20,12.80,0.21,2.10,13.48,0.60,3.57,4.22
2024-09-06 08:00:00,San Basilio,41.7,4.8,22.2,29.7,4.37,15.20,0.26,2.40,15.36,0.60,2.82,2
2024-09-06 09:00:00,San Basilio,34.8,7.4,32.4,44,3.80,19.90,0.28,2.20,18.2,0.60,3.98,3.73
2024-09-06 10:00:00,San Basilio,45.5,8.4,29.2,42.3,3.95,19.40,0.27,2.60,25.57,0.60,4.25,3.85
2024-09-06 11:00:00,San Basilio,62.5,6.9,21.8,32.4,5.75,17.60,0.21,2.60,26.55,0.60,3.27,1.85
2024-09-06 12:00:00,San Basilio,81.3,5.2,14.8,22.8,7.60,16,0.17,0.30,18.81,0.60,1.63,0.95
2024-09-06 13:00:00,San Basilio,87.7,5.7,19.8,28.7,7.72,18.20,0.20,1.80,19.41,0.60,0.90,0.87
2024-09-06 14:00:00,San Basilio,88.7,6.1,18.7,28.1,8.52,18.90,0.18,1.80,19.23,0.60,1.03,0.88
2024-09-06 15:00:00,San Basilio,87.7,6.6,18.1,28.3,10.28,20.70,0.20,2.20,23.58,0.60,0.77,0.93
2024-09-06 16:00:00,San Basilio,87.3,6,16.8,26.1,9.73,19.30,0.19,2.10,18.85,0.60,0.98,0.95
2024-09-06 17:00:00,San Basilio,84,6.4,21.1,31.1,8.97,20.30,0.16,2.20,19.09,0.60,0.70,0.88
2024-09-06 18:00:00,San Basilio,80.3,6.6,23.9,34,8.55,21,0.13,1.50,26.83,0.60,0.70,0.85
2024-09-06 19:00:00,San Basilio,75.7,7.1,30.8,41.7,7.57,22.80,0.14,1.80,30.02,0.60,0.70,0.83
2024-09-06 20:00:00,San Basilio,75.5,5.6,33,41.6,7.10,22.30,0.15,2.40,25.54,0.60,0.73,0.85
2024-09-06 21:00:00,San Basilio,61.5,5.5,38.9,47.3,6.57,23.90,0.15,1.80,45.87,0.60,0.73,0.85
2024-09-06 22:00:00,San Basilio,44.7,7.2,53.3,64.5,4.55,28.10,0.16,1.70,60.02,0.60,1.05,0.95
2024-09-06 23:00:00,San Basilio,45,8.2,46.5,59.2,4.95,26.60,0.19,1.80,66.21,0.60,1.52,0.93
2024-09-07 00:00:00,San Basilio,67.3,3.8,27.4,33.2,5.72,17.80,0.15,1.30,17.21,0.60,0.88,0.83
2024-09-07 01:00:00,San Basilio,80.8,3.6,20.1,25.7,6.05,15.50,0.12,1.20,16.83,0.60,0.70,0.80
2024-09-07 02:00:00,San Basilio,80.7,3.1,19.2,24,5.82,14.60,0.13,2.30,16.13,0.60,0.70,0.80
2024-09-07 03:00:00,San Basilio,73.3,3.1,12.9,17.7,6.12,12.60,0.11,2.10,17.24,0.60,0.82,0.83
2024-09-07 04:00:00,San Basilio,64.2,3.6,13.5,19.1,6.33,13.30,0.12,2.20,18.29,0.60,2.05,2.92
2024-09-07 05:00:00,San Basilio,59.3,3.3,10.1,15.1,6.85,12.40,0.11,0.80,20.15,0.60,2,1.23
2024-09-07 06:00:00,San Basilio,57.3,3.1,11,15.9,6.90,12.70,0.09,0.80,18.36,0.60,1.20,0.90
2024-09-07 07:00:00,San Basilio,18.5,8.4,32.5,45.6,5.53,22.20,0.14,2.10,21.6,0.60,1.90,1.02
2024-09-07 08:00:00,San Basilio,12,14,36.1,57.8,5.22,26.40,0.16,2.10,25.52,0.60,3.92,1.88
2024-09-07 09:00:00,San Basilio,15.7,13.6,34.9,56,5.72,26.20,0.21,2.40,41.5,0.62,2.97,2
2024-09-07 10:00:00,San Basilio,31.5,10.3,28.6,44.6,6.25,22.60,0.16,2,41.01,0.60,2.53,1.48
2024-09-07 11:00:00,San Basilio,54,8,23,35.4,7.25,20.20,0.16,1,31.03,0.60,1.78,1
2024-09-07 12:00:00,San Basilio,67.8,6,19.9,29.1,9.70,20.40,0.13,2.30,24.75,0.60,0.92,0.82
2024-09-07 13:00:00,San Basilio,72,7.7,23.7,35.7,11.02,24.10,0.15,2.50,27.31,0.60,0.72,0.85
2024-09-07 14:00:00,San Basilio,87.2,4.5,12.4,19.3,10.73,17.80,0.14,2.80,23.1,0.60,0.70,0.83
2024-09-07 15:00:00,San Basilio,92.2,4.2,14.8,21.3,10.88,18.70,0.14,2.70,23.53,0.60,1.15,0.95
2024-09-07 16:00:00,San Basilio,---,---,---,---,---,---,---,---,---,---,---,---
2024-09-07 17:00:00,San Basilio,98.7,3.8,11,16.6,10.73,16.90,0.15,2.30,25.95,0.60,1.35,2.53
2024-09-07 18:00:00,San Basilio,99.8,3.8,11.8,17.7,10.18,16.70,0.16,2,26.51,0.60,1.20,4.95
2024-09-07 19:00:00,San Basilio,97.5,4.5,14.7,21.6,9.97,17.90,0.17,1.90,28.84,0.60,0.87,0.90
2024-09-07 20:00:00,San Basilio,91.3,4.7,18.7,26,10.03,19.50,0.19,2,30.45,0.60,1.48,1.22
2024-09-07 21:00:00,San Basilio,81,5.4,26.4,34.9,8.90,21.70,0.21,1.90,50.09,0.60,1.57,1.12
2024-09-07 22:00:00,San Basilio,75,4.8,23.7,31.1,9.32,20.70,0.20,2.30,29.78,0.60,1.93,1.87
2024-09-07 23:00:00,San Basilio,72.2,4.3,24.9,31.6,8.43,20,0.21,1.90,45.76,0.60,1.72,1.15
2024-09-08 00:00:00,San Basilio,38.3,6.8,56.3,66.9,6.93,31.40,0.25,1.80,51.7,0.60,1.32,1.12
2024-09-08 01:00:00,San Basilio,24.8,10.2,62.5,78.4,7.18,35.90,0.29,1.70,39.04,0.60,2.48,2.45
2024-09-08 02:00:00,San Basilio,25.5,9.6,46.6,61.5,7.15,29.70,0.22,2.10,51.81,0.68,3.38,2.70
2024-09-08 03:00:00,San Basilio,29.7,6.5,28.6,38.7,8.42,22.60,0.14,2.10,86.38,0.60,1.15,1.15
2024-09-08 04:00:00,San Basilio,64.5,3.6,13.4,19,8.73,15.70,0.09,2,38.8,0.60,0.77,0.92
2024-09-08 05:00:00,San Basilio,56.2,3.5,17.6,22.9,8.83,17.20,0.11,2.30,23.36,0.60,0.77,0.83
2024-09-08 06:00:00,San Basilio,37.2,4.7,26.6,33.8,8.03,20.40,0.12,1.70,29.92,0.60,1.08,0.88
2024-09-08 07:00:00,San Basilio,41.2,3.9,14.2,20.3,9.72,17.10,0.10,2.10,32.96,0.60,0.98,0.83
2024-09-08 08:00:00,San Basilio,25.8,6,25.4,34.6,9.60,22.30,0.18,2.30,49.63,0.60,1.55,0.92
2024-09-08 09:00:00,San Basilio,37.7,4.8,15,22.4,12.03,20.30,0.13,2.20,52.96,0.60,2.47,1.17
2024-09-08 10:00:00,San Basilio,30.8,7.9,24.3,36.5,13.18,26.60,0.15,1.40,57.47,0.60,3.10,1.13
2024-09-08 11:00:00,San Basilio,51.8,4.7,13.3,20.6,16.28,23.80,0.12,1.90,45.95,0.63,2.20,1.35
2024-09-08 12:00:00,San Basilio,60.7,5.5,14.1,22.7,18.80,27.10,0.11,1.90,52.53,0.60,0.88,0.83
2024-09-08 13:00:00,San Basilio,71.2,5.4,13.7,22,20.17,28.20,0.13,1.20,52.87,0.60,0.70,0.82
