Date,Transparency
2016-08-08,-1.0003458
2016-08-09,-2.0119338
2016-08-12,-1.1827123
2016-08-16,-1.5009336
2016-08-22,-1.09114
2016-08-30,-0.9995995
2016-09-09,-1.0974823
2016-09-12,-0.98432755
2016-09-14,-1.5495586
2016-09-21,-0.9507763
2016-09-26,-0.8161492
2016-10-03,-0.92547417
2016-10-05,-0.88779616
2016-10-11,-0.9023256
2016-10-17,-0.9010099
2016-10-24,-1.0795288
2016-11-09,-1.1230178
2016-11-17,-1.0865769
2016-11-24,-1.0893482
2016-11-29,-1.2925943
2016-12-14,-1.6624174
2016-12-21,-1.025693
2016-12-29,-1.183674
2017-01-04,-1.1944933
2017-01-13,-1.0880988
2017-01-25,-1.236995
2017-02-01,-1.5012124
2017-02-07,-1.3679024
2017-02-14,-0.91709375
2017-02-15,-4.958379
2017-02-28,-2.135545
2017-03-07,-2.2689476
2017-03-21,-2.2807393
2017-03-28,-3.229806
2017-04-25,-2.6961727
2017-05-11,-4.1588554
2017-05-12,-3.488584
2017-05-18,-5.423011
2017-05-31,-5.137427
2017-06-06,-5.387457
2017-06-14,-5.660024
2017-06-23,-5.5799637
2017-06-27,-4.3701806
2017-07-06,-4.125164
2017-07-11,-3.2860887
2017-07-19,-4.584506
2017-07-28,-5.6895666
2017-07-31,-4.9003987
2017-08-08,-2.3363593
2017-08-18,-1.0893985
2017-08-24,-1.2701972
2017-08-29,-1.0799538
2017-09-06,-0.92311394
2017-09-14,-1.5578429
2017-09-20,-1.1790386
2017-09-29,-0.89553785
2017-10-05,-1.1227014
2017-10-10,-1.0874683
2017-10-19,-1.2835666
2017-10-25,-1.4860492
2017-10-31,-1.3066633
2017-11-08,-1.1887717
2017-11-16,-0.9816751
2017-11-21,-0.95543385
2017-11-29,-1.5310235
2017-12-05,-1.2936274
2017-12-14,-1.2863837
2017-12-21,-1.6726358
2017-12-26,-1.4905465
2018-01-10,-1.8942538
2018-01-17,-2.2024076
2018-01-24,-2.3184009
2018-02-01,-2.0250757
2018-02-08,-2.001062
2018-02-14,-2.004142
2018-02-22,-2.1553688
2018-03-02,-1.5178728
2018-03-08,-1.87899
2018-03-15,-1.649539
2018-03-21,-3.5061162
2018-03-27,-2.71662
2018-04-04,-3.61256
2018-04-13,-1.5219902
2018-04-18,-4.1679296
2018-05-02,-3.940032
2018-05-11,-4.3439054
